player,team,agents,rounds_played,rating,acs,adr,kpr,apr,fkpr,fdpr,kills,deaths,assists,first_kills,first_deaths,hs_pct,clutch_success_pct,clutches_won_played,max_kills_map,tournament,stage,match_type,map,game_id,match_id,kdr,kad,fk_fd_diff,hs_rate,clutch_rate
NoXyy,Phoenix,brimstone,65,0.68,133.0,77.0,0.52,0.2,0.09,0.14,34,49,13,6,9,18.0,20.0,1/5,19,Champions Tour Hong Kong & Taiwan Stage 3: Challengers 3,All Stages,All Match Types,,,,0.6938775510204082,0.9591836734693876,-3,0.18,0.2
Normzy,YMG,"reyna, sage, sova",61,0.99,265.0,173.0,0.95,0.13,0.1,0.1,58,53,8,6,6,28.0,17.0,2/12,26,Champions Tour Hong Kong & Taiwan Stage 3: Challengers 3,All Stages,All Match Types,,,,1.0943396226415094,1.2452830188679245,0,0.28,0.1666666666666666
Nosa,YMG,"sage, skye, sova",61,0.54,128.0,87.0,0.48,0.25,0.05,0.18,29,52,15,3,11,26.0,0.0,0/6,19,Champions Tour Hong Kong & Taiwan Stage 3: Challengers 3,All Stages,All Match Types,,,,0.5576923076923077,0.8461538461538461,-8,0.26,0.0
P1nChe,CRX Team,omen,23,0.94,196.0,97.0,0.74,0.17,0.04,0.26,17,15,4,1,6,23.0,25.0,1/4,17,Champions Tour Hong Kong & Taiwan Stage 3: Challengers 3,All Stages,All Match Types,,,,1.1333333333333333,1.4,-5,0.23,0.25
SecreT,TRAITORS,jett,26,1.33,350.0,204.0,1.19,0.15,0.31,0.15,31,20,4,8,4,19.0,50.0,1/2,31,Champions Tour Hong Kong & Taiwan Stage 3: Challengers 3,All Stages,All Match Types,,,,1.55,1.75,4,0.19,0.5
Skas,YMG,jett,61,0.86,217.0,134.0,0.77,0.18,0.15,0.2,47,50,11,9,12,20.0,33.0,1/3,23,Champions Tour Hong Kong & Taiwan Stage 3: Challengers 3,All Stages,All Match Types,,,,0.94,1.16,-3,0.2,0.3333333333333333
UCc,TRAITORS,reyna,26,0.7,211.0,136.0,0.69,0.04,0.15,0.08,18,23,1,4,2,40.0,,,18,Champions Tour Hong Kong & Taiwan Stage 3: Challengers 3,All Stages,All Match Types,,,,0.782608695652174,0.8260869565217391,2,0.4,
Um1nd,Water,"phoenix, raze, sage",67,0.83,229.0,147.0,0.72,0.12,0.13,0.1,48,56,8,9,7,26.0,0.0,0/7,21,Champions Tour Hong Kong & Taiwan Stage 3: Challengers 3,All Stages,All Match Types,,,,0.8571428571428571,1.0,2,0.26,0.0
Valentin0,YMG,viper,61,0.79,177.0,110.0,0.64,0.13,0.03,0.05,39,48,8,2,3,39.0,18.0,3/17,18,Champions Tour Hong Kong & Taiwan Stage 3: Challengers 3,All Stages,All Match Types,,,,0.8125,0.9791666666666666,-1,0.39,0.1764705882352941
WAI0704,Clutch Jeans,sova,20,0.64,182.0,118.0,0.6,0.3,0.05,0.05,12,18,6,1,1,34.0,0.0,0/2,12,Champions Tour Hong Kong & Taiwan Stage 3: Challengers 3,All Stages,All Match Types,,,,0.6666666666666666,1.0,0,0.34,0.0
WaveisEverything,Built Different,killjoy,17,0.22,82.0,60.0,0.12,0.35,0.0,0.06,2,17,6,0,1,14.0,0.0,0/2,2,Champions Tour Hong Kong & Taiwan Stage 3: Challengers 3,All Stages,All Match Types,,,,0.1176470588235294,0.4705882352941176,-1,0.14,0.0
Zcc,CRX Team,jett,23,0.85,186.0,114.0,0.7,0.17,0.13,0.13,16,18,4,3,3,21.0,0.0,0/2,16,Champions Tour Hong Kong & Taiwan Stage 3: Challengers 3,All Stages,All Match Types,,,,0.8888888888888888,1.1111111111111112,0,0.21,0.0
azn,Clutch Jeans,"killjoy, sage",43,0.8,210.0,123.0,0.7,0.09,0.12,0.28,30,33,4,5,12,23.0,100.0,1/1,18,Champions Tour Hong Kong & Taiwan Stage 3: Challengers 3,All Stages,All Match Types,,,,0.9090909090909092,1.0303030303030305,-7,0.23,1.0
faithKL,Built Different,jett,17,1.15,315.0,180.0,1.06,0.24,0.24,0.12,18,16,4,4,2,21.0,0.0,0/5,18,Champions Tour Hong Kong & Taiwan Stage 3: Challengers 3,All Stages,All Match Types,,,,1.125,1.375,2,0.21,0.0
hAjiE,YMG,"astra, reyna, sage",61,0.51,133.0,86.0,0.41,0.25,0.08,0.07,25,55,15,5,4,22.0,14.0,1/7,11,Champions Tour Hong Kong & Taiwan Stage 3: Challengers 3,All Stages,All Match Types,,,,0.4545454545454545,0.7272727272727273,1,0.22,0.1428571428571428
iamtherealak,Horse Victory,killjoy,28,0.81,203.0,140.0,0.64,0.29,0.04,0.0,18,22,8,1,0,17.0,14.0,1/7,18,Champions Tour Hong Kong & Taiwan Stage 3: Challengers 3,All Stages,All Match Types,,,,0.8181818181818182,1.181818181818182,1,0.17,0.1428571428571428
kerLOSE,Clutch Jeans,reyna,43,0.84,176.0,106.0,0.6,0.19,0.02,0.05,26,36,8,1,2,36.0,0.0,0/3,13,Champions Tour Hong Kong & Taiwan Stage 3: Challengers 3,All Stages,All Match Types,,,,0.7222222222222222,0.9444444444444444,-1,0.36,0.0
mikasa,Water,jett,67,0.9,230.0,150.0,0.75,0.19,0.27,0.15,50,55,13,18,10,23.0,33.0,2/6,19,Champions Tour Hong Kong & Taiwan Stage 3: Challengers 3,All Stages,All Match Types,,,,0.9090909090909092,1.1454545454545455,8,0.23,0.3333333333333333
moon,Water,"killjoy, sage",67,0.94,160.0,110.0,0.6,0.16,0.03,0.09,40,45,11,2,6,23.0,36.0,4/11,15,Champions Tour Hong Kong & Taiwan Stage 3: Challengers 3,All Stages,All Match Types,,,,0.8888888888888888,1.1333333333333333,-4,0.23,0.3636363636363636
twistzz,Horse Victory,reyna,28,0.66,156.0,89.0,0.57,0.18,0.14,0.25,16,23,5,4,7,23.0,0.0,0/2,16,Champions Tour Hong Kong & Taiwan Stage 3: Challengers 3,All Stages,All Match Types,,,,0.6956521739130435,0.9130434782608696,-3,0.23,0.0
wirE,Water,"astra, omen, viper",67,0.95,196.0,124.0,0.7,0.27,0.04,0.07,47,49,18,3,5,29.0,0.0,0/13,18,Champions Tour Hong Kong & Taiwan Stage 3: Challengers 3,All Stages,All Match Types,,,,0.9591836734693876,1.326530612244898,-2,0.29,0.0
被天遗弃的男人,CRX Team,cypher,23,1.38,266.0,167.0,0.91,0.3,0.13,0.0,21,15,7,3,0,21.0,0.0,0/3,21,Champions Tour Hong Kong & Taiwan Stage 3: Challengers 3,All Stages,All Match Types,,,,1.4,1.8666666666666667,3,0.21,0.0
4zCh7,Team Assassin,breach,21,0.83,185.0,120.0,0.57,0.29,0.1,0.19,12,16,6,2,4,18.0,0.0,0/3,12,Champions Tour Hong Kong and Taiwan Stage 1: Challengers 3,All Stages,All Match Types,,,,0.75,1.125,-2,0.18,0.0
Aclx,LP33,"raze, reyna",63,,256.0,160.0,0.9,0.21,0.24,0.16,57,48,13,15,10,20.0,17.0,1/6,25,Champions Tour Hong Kong and Taiwan Stage 1: Challengers 3,All Stages,All Match Types,,,,1.1875,1.4583333333333333,5,0.2,0.1666666666666666
Anc1enT,TTSH,phoenix,19,,153.0,100.0,0.42,0.32,0.05,0.37,8,14,6,1,7,6.0,0.0,0/2,8,Champions Tour Hong Kong and Taiwan Stage 1: Challengers 3,All Stages,All Match Types,,,,0.5714285714285714,1.0,-6,0.06,0.0
Axilus,Game Dimension Esports,reyna,21,,142.0,97.0,0.52,0.05,0.05,0.19,11,16,1,1,4,22.0,0.0,0/2,11,Champions Tour Hong Kong and Taiwan Stage 1: Challengers 3,All Stages,All Match Types,,,,0.6875,0.75,-3,0.22,0.0
DPJake,All Born to Clutch,omen,71,,168.0,111.0,0.65,0.24,0.03,0.07,46,49,17,2,5,19.0,0.0,0/11,24,Champions Tour Hong Kong and Taiwan Stage 1: Challengers 3,All Stages,All Match Types,,,,0.9387755102040816,1.2857142857142858,-3,0.19,0.0
Duqq,All Born to Clutch,sova,71,,158.0,109.0,0.55,0.32,0.03,0.07,39,46,23,2,5,18.0,0.0,0/8,16,Champions Tour Hong Kong and Taiwan Stage 1: Challengers 3,All Stages,All Match Types,,,,0.8478260869565217,1.3478260869565215,-3,0.18,0.0
Edmond,Game Dimension Esports,jett,21,,187.0,108.0,0.71,0.1,0.14,0.29,15,18,2,3,6,22.0,67.0,2/3,15,Champions Tour Hong Kong and Taiwan Stage 1: Challengers 3,All Stages,All Match Types,,,,0.8333333333333334,0.9444444444444444,-3,0.22,0.6666666666666666
FF1sh,LP33,cypher,63,,182.0,115.0,0.6,0.25,0.06,0.06,38,49,16,4,4,24.0,0.0,0/5,16,Champions Tour Hong Kong and Taiwan Stage 1: Challengers 3,All Stages,All Match Types,,,,0.7755102040816326,1.1020408163265305,0,0.24,0.0
Fung3,Griffin E-Sports,omen,58,0.86,140.0,91.0,0.52,0.21,0.03,0.1,30,48,12,2,6,13.0,14.0,1/7,12,Champions Tour Hong Kong and Taiwan Stage 1: Challengers 3,All Stages,All Match Types,,,,0.625,0.875,-4,0.13,0.1428571428571428
FuriouzMeow,Griffin E-Sports,"sage, sova",58,0.99,149.0,96.0,0.45,0.34,0.05,0.07,26,48,20,3,4,18.0,15.0,2/13,12,Champions Tour Hong Kong and Taiwan Stage 1: Challengers 3,All Stages,All Match Types,,,,0.5416666666666666,0.9583333333333334,-1,0.18,0.1538461538461538
Hukz,Griffin E-Sports,"breach, killjoy",58,1.37,175.0,118.0,0.66,0.1,0.09,0.05,38,44,6,5,3,19.0,18.0,2/11,20,Champions Tour Hong Kong and Taiwan Stage 1: Challengers 3,All Stages,All Match Types,,,,0.8636363636363636,1.0,2,0.19,0.1818181818181818
Jimmy,TTSH,jett,19,,220.0,142.0,0.74,0.16,0.16,0.11,14,16,3,3,2,13.0,0.0,0/2,14,Champions Tour Hong Kong and Taiwan Stage 1: Challengers 3,All Stages,All Match Types,,,,0.875,1.0625,1,0.13,0.0
JuanMao,TTSH,omen,19,,147.0,111.0,0.47,0.21,0.0,0.11,9,16,4,0,2,34.0,0.0,0/2,9,Champions Tour Hong Kong and Taiwan Stage 1: Challengers 3,All Stages,All Match Types,,,,0.5625,0.8125,-2,0.34,0.0
Kippo,All Born to Clutch,"cypher, sage",71,,189.0,118.0,0.63,0.44,0.11,0.04,45,47,31,8,3,20.0,11.0,1/9,21,Champions Tour Hong Kong and Taiwan Stage 1: Challengers 3,All Stages,All Match Types,,,,0.9574468085106383,1.6170212765957446,5,0.2,0.1111111111111111
Lookapok,TTSH,skye,19,,212.0,119.0,0.84,0.11,0.0,0.05,16,14,2,0,1,28.0,0.0,0/4,16,Champions Tour Hong Kong and Taiwan Stage 1: Challengers 3,All Stages,All Match Types,,,,1.1428571428571428,1.2857142857142858,-1,0.28,0.0
Mao,TRAITORS,"breach, phoenix",59,,271.0,156.0,0.93,0.39,0.12,0.05,55,46,23,7,3,22.0,14.0,1/7,22,Champions Tour Hong Kong and Taiwan Stage 1: Challengers 3,All Stages,All Match Types,,,,1.1956521739130437,1.6956521739130437,4,0.22,0.1428571428571428
MiLuan,Ka4 e-Sports Club,sage,21,,213.0,132.0,0.67,0.52,0.1,0.05,14,18,11,2,1,27.0,0.0,0/3,14,Champions Tour Hong Kong and Taiwan Stage 1: Challengers 3,All Stages,All Match Types,,,,0.7777777777777778,1.3888888888888888,1,0.27,0.0
Mofannn,Team Assassin,jett,21,1.06,219.0,141.0,0.76,0.05,0.24,0.1,16,15,1,5,2,13.0,0.0,0/2,16,Champions Tour Hong Kong and Taiwan Stage 1: Challengers 3,All Stages,All Match Types,,,,1.0666666666666669,1.1333333333333333,3,0.13,0.0
NewMoon,Ka4 e-Sports Club,brimstone,21,,152.0,89.0,0.57,0.19,0.05,0.14,12,15,4,1,3,9.0,0.0,0/2,12,Champions Tour Hong Kong and Taiwan Stage 1: Challengers 3,All Stages,All Match Types,,,,0.8,1.0666666666666669,-2,0.09,0.0
NoMan,All Born to Clutch,"raze, reyna",71,,290.0,167.0,1.0,0.23,0.14,0.1,71,50,16,10,7,28.0,38.0,3/8,26,Champions Tour Hong Kong and Taiwan Stage 1: Challengers 3,All Stages,All Match Types,,,,1.42,1.74,3,0.28,0.375
NoTsuki,Team Assassin,omen,21,0.69,110.0,70.0,0.38,0.14,0.0,0.05,8,15,3,0,1,19.0,0.0,0/3,8,Champions Tour Hong Kong and Taiwan Stage 1: Challengers 3,All Stages,All Match Types,,,,0.5333333333333333,0.7333333333333333,-1,0.19,0.0
Nomama,Ka4 e-Sports Club,jett,21,,251.0,135.0,0.81,0.19,0.1,0.1,17,15,4,2,2,22.0,0.0,0/2,17,Champions Tour Hong Kong and Taiwan Stage 1: Challengers 3,All Stages,All Match Types,,,,1.1333333333333333,1.4,0,0.22,0.0
NuL,Game Dimension Esports,brimstone,21,,280.0,191.0,0.9,0.48,0.0,0.1,19,16,10,0,2,16.0,0.0,0/3,19,Champions Tour Hong Kong and Taiwan Stage 1: Challengers 3,All Stages,All Match Types,,,,1.1875,1.8125,-2,0.16,0.0
Paxton,LP33,omen,63,,160.0,91.0,0.51,0.27,0.03,0.06,32,48,17,2,4,14.0,0.0,0/7,15,Champions Tour Hong Kong and Taiwan Stage 1: Challengers 3,All Stages,All Match Types,,,,0.6666666666666666,1.0208333333333333,-2,0.14,0.0
Sing,Anti Eco Eco Club,"omen, viper",98,,188.0,112.0,0.68,0.23,0.07,0.13,67,70,23,7,13,24.0,40.0,4/10,23,Champions Tour Hong Kong and Taiwan Stage 1: Challengers 3,All Stages,All Match Types,,,,0.9571428571428572,1.2857142857142858,-6,0.24,0.4
TKCC,Anti Eco Eco Club,sova,98,,233.0,150.0,0.79,0.36,0.08,0.05,77,66,35,8,5,16.0,19.0,4/21,22,Champions Tour Hong Kong and Taiwan Stage 1: Challengers 3,All Stages,All Match Types,,,,1.1666666666666667,1.696969696969697,3,0.16,0.1904761904761904
UZre,Five Ace Esports,"raze, sage, sova",90,,176.0,120.0,0.6,0.31,0.07,0.12,54,62,28,6,11,21.0,13.0,1/8,18,Champions Tour Hong Kong and Taiwan Stage 1: Challengers 3,All Stages,All Match Types,,,,0.8709677419354839,1.3225806451612905,-5,0.21,0.125
WrathSoul,TRAITORS,omen,59,,167.0,108.0,0.64,0.29,0.02,0.14,38,44,17,1,8,20.0,0.0,0/11,18,Champions Tour Hong Kong and Taiwan Stage 1: Challengers 3,All Stages,All Match Types,,,,0.8636363636363636,1.25,-7,0.2,0.0
XiaoLin,Team Assassin,reyna,21,0.76,175.0,101.0,0.57,0.29,0.05,0.14,12,17,6,1,3,19.0,50.0,1/2,12,Champions Tour Hong Kong and Taiwan Stage 1: Challengers 3,All Stages,All Match Types,,,,0.7058823529411765,1.0588235294117647,-2,0.19,0.5
YRSelect,Five Ace Esports,"jett, phoenix",189,,199.0,117.0,0.7,0.14,0.18,0.16,133,156,27,34,30,17.0,5.0,1/21,23,Champions Tour Hong Kong and Taiwan Stage 1: Challengers 3,All Stages,All Match Types,,,,0.8525641025641025,1.0256410256410255,4,0.17,0.0476190476190476
Yoyo,Ka4 e-Sports Club,raze,21,,180.0,106.0,0.52,0.19,0.05,0.24,11,20,4,1,5,15.0,0.0,0/1,11,Champions Tour Hong Kong and Taiwan Stage 1: Challengers 3,All Stages,All Match Types,,,,0.55,0.75,-4,0.15,0.0
azure,Game Dimension Esports,sova,21,,214.0,148.0,0.76,0.19,0.05,0.05,16,18,4,1,1,31.0,0.0,0/6,16,Champions Tour Hong Kong and Taiwan Stage 1: Challengers 3,All Stages,All Match Types,,,,0.8888888888888888,1.1111111111111112,0,0.31,0.0
bibiwater,TRAITORS,"killjoy, raze",59,,191.0,119.0,0.63,0.2,0.15,0.19,37,48,12,9,11,18.0,0.0,0/4,20,Champions Tour Hong Kong and Taiwan Stage 1: Challengers 3,All Stages,All Match Types,,,,0.7708333333333334,1.0208333333333333,-2,0.18,0.0
coco1,Anti Eco Eco Club,killjoy,52,,192.0,133.0,0.62,0.29,0.08,0.15,32,39,15,4,8,17.0,25.0,2/8,17,Champions Tour Hong Kong and Taiwan Stage 1: Challengers 3,All Stages,All Match Types,,,,0.8205128205128205,1.205128205128205,-4,0.17,0.25
inin77,TRAITORS,"raze, sova",59,,179.0,118.0,0.59,0.42,0.07,0.02,35,48,25,4,1,24.0,0.0,0/8,13,Champions Tour Hong Kong and Taiwan Stage 1: Challengers 3,All Stages,All Match Types,,,,0.7291666666666666,1.25,3,0.24,0.0
kevinzone,TRAITORS,jett,59,,191.0,118.0,0.64,0.14,0.14,0.12,38,46,8,8,7,32.0,43.0,3/7,19,Champions Tour Hong Kong and Taiwan Stage 1: Challengers 3,All Stages,All Match Types,,,,0.8260869565217391,1.0,1,0.32,0.4285714285714285
kilo,Five Ace Esports,"omen, reyna",189,,232.0,142.0,0.84,0.16,0.08,0.07,158,128,31,16,13,24.0,16.0,4/25,29,Champions Tour Hong Kong and Taiwan Stage 1: Challengers 3,All Stages,All Match Types,,,,1.234375,1.4765625,3,0.24,0.16
maou,LP33,sova,63,,206.0,137.0,0.71,0.38,0.06,0.1,45,42,24,4,6,21.0,13.0,2/15,21,Champions Tour Hong Kong and Taiwan Stage 1: Challengers 3,All Stages,All Match Types,,,,1.0714285714285714,1.6428571428571428,-2,0.21,0.1333333333333333
mclamlam,All Born to Clutch,jett,71,,275.0,169.0,0.97,0.18,0.27,0.14,69,52,13,19,10,23.0,50.0,1/2,27,Champions Tour Hong Kong and Taiwan Stage 1: Challengers 3,All Stages,All Match Types,,,,1.3269230769230769,1.5769230769230769,9,0.23,0.5
pigeonlll,TTSH,raze,19,,136.0,100.0,0.42,0.16,0.05,0.11,8,16,3,1,2,4.0,0.0,0/3,8,Champions Tour Hong Kong and Taiwan Stage 1: Challengers 3,All Stages,All Match Types,,,,0.5,0.6875,-1,0.04,0.0
popoman4Q,LP33,jett,63,,190.0,109.0,0.67,0.11,0.11,0.11,42,45,7,7,7,17.0,20.0,1/5,20,Champions Tour Hong Kong and Taiwan Stage 1: Challengers 3,All Stages,All Match Types,,,,0.9333333333333332,1.0888888888888888,0,0.17,0.2
relax1,Anti Eco Eco Club,"jett, skye",98,,183.0,115.0,0.63,0.24,0.12,0.15,62,72,24,12,15,22.0,20.0,1/5,25,Champions Tour Hong Kong and Taiwan Stage 1: Challengers 3,All Stages,All Match Types,,,,0.8611111111111112,1.1944444444444444,-3,0.22,0.2
shinenity,Game Dimension Esports,breach,21,,128.0,77.0,0.38,0.38,0.1,0.05,8,18,8,2,1,13.0,0.0,0/1,8,Champions Tour Hong Kong and Taiwan Stage 1: Challengers 3,All Stages,All Match Types,,,,0.4444444444444444,0.8888888888888888,1,0.13,0.0
trinity,Anti Eco Eco Club,"raze, reyna",98,,268.0,160.0,0.93,0.26,0.12,0.1,91,66,25,12,10,25.0,38.0,3/8,29,Champions Tour Hong Kong and Taiwan Stage 1: Challengers 3,All Stages,All Match Types,,,,1.378787878787879,1.7575757575757576,2,0.25,0.375
we11Lin,Team Assassin,cypher,21,1.04,202.0,142.0,0.67,0.19,0.05,0.1,14,14,4,1,2,22.0,0.0,0/4,14,Champions Tour Hong Kong and Taiwan Stage 1: Challengers 3,All Stages,All Match Types,,,,1.0,1.2857142857142858,-1,0.22,0.0
yTao,Anti Eco Eco Club,sage,46,,193.0,139.0,0.63,0.26,0.04,0.04,29,31,12,2,2,23.0,0.0,0/2,16,Champions Tour Hong Kong and Taiwan Stage 1: Challengers 3,All Stages,All Match Types,,,,0.935483870967742,1.3225806451612905,0,0.23,0.0
yzaK,Five Ace Esports,reyna,99,,177.0,115.0,0.63,0.23,0.08,0.14,62,75,23,8,14,18.0,33.0,2/6,19,Champions Tour Hong Kong and Taiwan Stage 1: Challengers 3,All Stages,All Match Types,,,,0.8266666666666667,1.1333333333333333,-6,0.18,0.3333333333333333
22tRickz,Masquerade,"sage, sova",35,0.84,209.0,146.0,0.74,0.03,0.06,0.09,26,30,1,2,3,31.0,0.0,0/6,18,Champions Tour Indonesia Stage 1: Challengers,All Stages,All Match Types,,,,0.8666666666666667,0.9,-1,0.31,0.0
6fingers,Fisher's Esports,"skye, sova",52,0.94,160.0,105.0,0.54,0.4,0.08,0.0,28,37,21,4,0,14.0,0.0,0/10,17,Champions Tour Indonesia Stage 1: Challengers,All Stages,All Match Types,,,,0.7567567567567568,1.3243243243243243,4,0.14,0.0
7assasin,AyamJago,chamber,40,0.79,178.0,120.0,0.7,0.13,0.05,0.18,28,31,5,2,7,20.0,0.0,0/5,21,Champions Tour Indonesia Stage 1: Challengers,All Stages,All Match Types,,,,0.9032258064516128,1.064516129032258,-5,0.2,0.0
90Shooters,Orion Genesis eSports,"astra, viper",162,0.76,160.0,109.0,0.52,0.4,0.07,0.1,85,130,65,11,17,19.0,17.0,3/18,17,Champions Tour Indonesia Stage 1: Challengers,All Stages,All Match Types,,,,0.6538461538461539,1.1538461538461535,-6,0.19,0.1666666666666666
Ace,Team Phenix,"astra, killjoy, sage",61,0.91,168.0,118.0,0.59,0.28,0.05,0.07,36,45,17,3,4,33.0,25.0,1/4,14,Champions Tour Indonesia Stage 1: Challengers,All Stages,All Match Types,,,,0.8,1.1777777777777778,-1,0.33,0.25
Anxious,SyN TinG,sova,65,0.98,172.0,123.0,0.57,0.42,0.09,0.05,37,46,27,6,3,33.0,14.0,1/7,16,Champions Tour Indonesia Stage 1: Challengers,All Stages,All Match Types,,,,0.8043478260869565,1.391304347826087,3,0.33,0.1428571428571428
ArS,FOSTREUMXIDE,"sage, sova",160,0.91,177.0,129.0,0.6,0.34,0.06,0.09,96,116,55,10,15,20.0,19.0,5/27,23,Champions Tour Indonesia Stage 1: Challengers,All Stages,All Match Types,,,,0.8275862068965517,1.3017241379310345,-5,0.2,0.1851851851851851
Archblitz,Yang Terxakiti,jett,287,1.08,255.0,163.0,0.85,0.22,0.26,0.18,243,221,64,74,52,28.0,14.0,3/22,29,Champions Tour Indonesia Stage 1: Challengers,All Stages,All Match Types,,,,1.0995475113122173,1.3891402714932126,22,0.28,0.1363636363636363
Arzt,Team Exist,"reyna, sova",41,1.03,270.0,172.0,0.85,0.34,0.05,0.12,35,36,14,2,5,19.0,0.0,0/4,21,Champions Tour Indonesia Stage 1: Challengers,All Stages,All Match Types,,,,0.9722222222222222,1.3611111111111112,-3,0.19,0.0
Aschalon,FOSTREUMXIDE,"jett, raze, reyna",160,1.05,229.0,144.0,0.84,0.12,0.08,0.11,134,121,19,12,17,18.0,18.0,3/17,22,Champions Tour Indonesia Stage 1: Challengers,All Stages,All Match Types,,,,1.1074380165289257,1.2644628099173554,-5,0.18,0.1764705882352941
Asya,Sorealis,"sage, sova",33,0.53,152.0,106.0,0.45,0.15,0.09,0.12,15,28,5,3,4,26.0,0.0,0/6,9,Champions Tour Indonesia Stage 1: Challengers,All Stages,All Match Types,,,,0.5357142857142857,0.7142857142857143,-1,0.26,0.0
Availabill,CASSANOVA,reyna,31,0.38,115.0,80.0,0.32,0.23,0.03,0.29,10,30,7,1,9,7.0,0.0,0/5,7,Champions Tour Indonesia Stage 1: Challengers,All Stages,All Match Types,,,,0.3333333333333333,0.5666666666666667,-8,0.07,0.0
Axchoo,GLHF,"jett, raze, reyna",167,1.0,223.0,144.0,0.77,0.19,0.08,0.09,128,121,32,13,15,16.0,0.0,0/23,22,Champions Tour Indonesia Stage 1: Challengers,All Stages,All Match Types,,,,1.0578512396694215,1.322314049586777,-2,0.16,0.0
Aznable,Gamer Xtreme,skye,24,0.96,216.0,138.0,0.71,0.38,0.13,0.0,17,17,9,3,0,17.0,0.0,0/3,17,Champions Tour Indonesia Stage 1: Challengers,All Stages,All Match Types,,,,1.0,1.5294117647058822,3,0.17,0.0
BEASTJefz,Cereal Killers,"astra, viper",424,1.03,188.0,122.0,0.69,0.35,0.04,0.07,292,281,148,15,31,16.0,17.0,10/59,20,Champions Tour Indonesia Stage 1: Challengers,All Stages,All Match Types,,,,1.0391459074733096,1.5658362989323844,-16,0.16,0.1694915254237288
BanjarPride,Kampung Durian Runtuh,sova,38,0.84,162.0,105.0,0.53,0.18,0.0,0.03,20,28,7,0,1,27.0,0.0,0/7,13,Champions Tour Indonesia Stage 1: Challengers,All Stages,All Match Types,,,,0.7142857142857143,0.9642857142857144,-1,0.27,0.0
Basinglah,Landak Tropis,"astra, cypher, killjoy, sage, viper",333,1.1,222.0,145.0,0.78,0.18,0.15,0.11,260,218,59,49,36,30.0,20.0,6/30,26,Champions Tour Indonesia Stage 1: Challengers,All Stages,All Match Types,,,,1.1926605504587156,1.463302752293578,13,0.3,0.2
Biohazard,GOB Incloud,"reyna, skye",38,0.96,224.0,159.0,0.79,0.16,0.03,0.08,30,29,6,1,3,34.0,14.0,1/7,16,Champions Tour Indonesia Stage 1: Challengers,All Stages,All Match Types,,,,1.0344827586206895,1.2413793103448276,-2,0.34,0.1428571428571428
Blunders,Dominatus Ataraxia,"chamber, cypher",168,0.86,174.0,113.0,0.63,0.14,0.11,0.12,105,122,24,18,20,14.0,21.0,5/24,25,Champions Tour Indonesia Stage 1: Challengers,All Stages,All Match Types,,,,0.860655737704918,1.0573770491803278,-2,0.14,0.2083333333333333
Bolang,PWYH,"sage, sova",30,0.41,95.0,62.0,0.3,0.07,0.03,0.1,9,30,2,1,3,18.0,0.0,0/7,6,Champions Tour Indonesia Stage 1: Challengers,All Stages,All Match Types,,,,0.3,0.3666666666666666,-2,0.18,0.0
BuddHa,BISMILLAH PASRAh,jett,47,1.08,252.0,169.0,0.91,0.09,0.17,0.15,43,35,4,8,7,19.0,0.0,0/7,24,Champions Tour Indonesia Stage 1: Challengers,All Stages,All Match Types,,,,1.2285714285714286,1.3428571428571427,1,0.19,0.0
Bwen,Team Exist,"killjoy, sova",41,0.71,144.0,106.0,0.41,0.27,0.07,0.07,17,32,11,3,3,20.0,0.0,0/9,10,Champions Tour Indonesia Stage 1: Challengers,All Stages,All Match Types,,,,0.53125,0.875,0,0.2,0.0
Carb3ruz,CASSANOVA,"skye, viper",31,0.64,180.0,126.0,0.65,0.13,0.06,0.03,20,30,4,2,1,29.0,0.0,0/9,16,Champions Tour Indonesia Stage 1: Challengers,All Stages,All Match Types,,,,0.6666666666666666,0.8,1,0.29,0.0
ChiiefSSX,GOB Incloud,astra,38,0.47,122.0,77.0,0.42,0.24,0.03,0.16,16,34,9,1,6,19.0,0.0,0/4,9,Champions Tour Indonesia Stage 1: Challengers,All Stages,All Match Types,,,,0.4705882352941176,0.7352941176470589,-5,0.19,0.0
Cil,Golden Trash,"jett, raze",33,0.59,172.0,115.0,0.58,0.06,0.06,0.27,19,30,2,2,9,19.0,0.0,0/4,11,Champions Tour Indonesia Stage 1: Challengers,All Stages,All Match Types,,,,0.6333333333333333,0.7,-7,0.19,0.0
DIV1NE,OG,"astra, jett, omen, viper",146,0.87,186.0,117.0,0.71,0.12,0.14,0.1,103,109,18,21,15,35.0,16.0,3/19,17,Champions Tour Indonesia Stage 1: Challengers,All Stages,All Match Types,,,,0.944954128440367,1.110091743119266,6,0.35,0.1578947368421052
DSaint,Rêveuse,"astra, sage, skye, viper",124,0.92,175.0,114.0,0.69,0.26,0.04,0.08,85,93,32,5,10,29.0,9.0,2/22,22,Champions Tour Indonesia Stage 1: Challengers,All Stages,All Match Types,,,,0.913978494623656,1.2580645161290325,-5,0.29,0.0909090909090909
Deandels,Team AGF,reyna,79,1.07,246.0,151.0,0.85,0.29,0.19,0.09,67,61,23,15,7,19.0,0.0,0/6,22,Champions Tour Indonesia Stage 1: Challengers,All Stages,All Match Types,,,,1.098360655737705,1.475409836065574,8,0.19,0.0
